pokemon_1,pokemon_2,winner,label,turns
Salamence,Hydreigon,Hydreigon,0,1
Furfrou,Wugtrio,Furfrou,1,1
Sunkern,Scatterbug,Scatterbug,0,1
Sirfetchd,Manectric,Manectric,0,2
Cottonee,Rellor,Rellor,0,2
Iron-Crown,Tornadus-Incarnate,Iron-Crown,1,2
Honchkrow,Duraludon,Duraludon,0,2
Bellibolt,Fezandipiti,Fezandipiti,0,5
Poliwag,Litleo,Poliwag,1,2
Wooloo,Iron-Thorns,Iron-Thorns,0,1
Nacli,Luvdisc,Luvdisc,0,1
Toxicroak,Silcoon,Toxicroak,1,1
Typhlosion,Wiglett,Typhlosion,1,1
Zorua,Klefki,Klefki,0,1
Forretress,Ekans,Forretress,1,1
Clobbopus,Iron-Jugulis,Iron-Jugulis,0,1
Vigoroth,Polteageist,Polteageist,0,3
Meowscarada,Togepi,Meowscarada,1,2
Treecko,Zubat,Treecko,1,1
Banette,Passimian,Banette,1,4
Skiploom,Swellow,Swellow,0,1
Naclstack,Klawf,Klawf,0,3
Krookodile,Masquerain,Krookodile,1,3
Happiny,Piloswine,Piloswine,0,1
Sewaddle,Flittle,Sewaddle,1,1
Gible,Relicanth,Relicanth,0,1
Azelf,Exploud,Azelf,1,3
Lilligant,Kangaskhan,Kangaskhan,0,3
Duosion,Aurorus,Aurorus,0,2
Slaking,Probopass,Probopass,0,8
Thundurus-Incarnate,Jynx,Thundurus-Incarnate,1,1
Skuntank,Drakloak,Skuntank,1,1
Mr-Rime,Porygon-Z,Porygon-Z,0,3
Hoppip,Wynaut,Wynaut,0,2
Boldore,Aggron,Aggron,0,2
Tangela,Spheal,Tangela,1,1
Corphish,Steelix,Corphish,1,2
Swalot,Pinsir,Pinsir,0,4
Scizor,Grapploct,Scizor,1,3
Florges,Sirfetchd,Florges,1,1
Pidgeot,Mareanie,Pidgeot,1,2
Latios,Tangrowth,Latios,1,2
Basculegion-Male,Torterra,Basculegion-Male,1,2
Quaquaval,Munna,Quaquaval,1,2
Stonjourner,Cosmoem,Stonjourner,1,2
Sigilyph,Weezing,Sigilyph,1,1
Gumshoos,Swalot,Swalot,0,3
Zapdos,Galvantula,Zapdos,1,2
Blipbug,Geodude,Geodude,0,1
Arboliva,Barbaracle,Arboliva,1,1
Rattata,Arrokuda,Arrokuda,0,1
Shieldon,Arbok,Shieldon,1,4
Wooper,Cresselia,Cresselia,0,1
Urshifu-Single-Strike,Wishiwashi-Solo,Urshifu-Single-Strike,1,1
Phanpy,Roggenrola,Phanpy,1,2
Torkoal,Stakataka,Stakataka,0,2
Drednaw,Zoroark,Zoroark,0,2
Manectric,Finneon,Manectric,1,1
Poliwhirl,Baltoy,Poliwhirl,1,2
Manectric,Dewgong,Manectric,1,2
Arctovish,Wimpod,Arctovish,1,1
Serperior,Duskull,Serperior,1,1
Chandelure,Gallade,Chandelure,1,2
Prinplup,Bronzor,Prinplup,1,3
Regirock,Gholdengo,Gholdengo,0,4
Golett,Vulpix,Golett,1,1
Yamask,Numel,Numel,0,2
Hitmonchan,Lanturn,Hitmonchan,1,3
Dratini,Burmy,Dratini,1,2
Delibird,Tinkatuff,Tinkatuff,0,1
Grookey,Kabuto,Grookey,1,1
Qwilfish,Morpeko-Full-Belly,Morpeko-Full-Belly,0,2
Scovillain,Nuzleaf,Scovillain,1,1
Vespiquen,Tarountula,Vespiquen,1,1
Weepinbell,Azumarill,Weepinbell,1,2
Relicanth,Araquanid,Relicanth,1,2
Polteageist,Persian,Polteageist,1,2
Poliwag,Cresselia,Cresselia,0,1
Kangaskhan,Marowak,Kangaskhan,1,3
Scrafty,Bonsly,Scrafty,1,1
Pincurchin,Patrat,Pincurchin,1,1
Emboar,Sirfetchd,Emboar,1,2
Cradily,Eevee,Cradily,1,2
Impidimp,Seel,Seel,0,2
Espurr,Pawmo,Espurr,1,1
Lickitung,Hoopa,Hoopa,0,2
Pikachu,Seadra,Pikachu,1,1
Sewaddle,Makuhita,Sewaddle,1,3
Duskull,Mienshao,Mienshao,0,2
Skwovet,Mewtwo,Mewtwo,0,1
Mr-Rime,Nidoqueen,Mr-Rime,1,2
Pikachu,Snubbull,Snubbull,0,1
Sandslash,Gholdengo,Gholdengo,0,1
Tyrunt,Gastrodon,Gastrodon,0,1
Serperior,Diancie,Serperior,1,2
Gengar,Cranidos,Gengar,1,1
Cherubi,Poipole,Poipole,0,1
Cursola,Vileplume,Cursola,1,2
Farigiraf,Foongus,Farigiraf,1,1
Azelf,Cramorant,Azelf,1,2
Dragapult,Wartortle,Dragapult,1,2
Pawmot,Swellow,Pawmot,1,1
Nidoran-F,Nidoking,Nidoking,0,1
Snorlax,Wartortle,Snorlax,1,2
Volcanion,Hattrem,Volcanion,1,2
Skiploom,Enamorus-Incarnate,Enamorus-Incarnate,0,1
Flygon,Azurill,Flygon,1,1
Crawdaunt,Swinub,Crawdaunt,1,1
Mightyena,Sunflora,Sunflora,0,2
Meowstic-Male,Sandygast,Meowstic-Male,1,1
Cranidos,Charmander,Cranidos,1,1
Armaldo,Venomoth,Armaldo,1,1
Shuppet,Litleo,Litleo,0,1
Drakloak,Beedrill,Drakloak,1,2
Porygon-Z,Dipplin,Porygon-Z,1,1
Rowlet,Morgrem,Morgrem,0,1
Tentacool,Chi-Yu,Chi-Yu,0,2
Solgaleo,Iron-Thorns,Solgaleo,1,3
Larvesta,Magikarp,Larvesta,1,1
Mesprit,Revavroom,Revavroom,0,3
Rayquaza,Duosion,Rayquaza,1,1
Araquanid,Silicobra,Araquanid,1,2
Karrablast,Politoed,Politoed,0,1
Charjabug,Sunkern,Charjabug,1,1
Wooloo,Palpitoad,Palpitoad,0,2
Manaphy,Araquanid,Manaphy,1,4
Snom,Snorlax,Snorlax,0,1
Tapu-Bulu,Skitty,Tapu-Bulu,1,1
Regirock,Copperajah,Copperajah,0,3
Lampent,Naclstack,Naclstack,0,2
Wobbuffet,Pawmo,Wobbuffet,1,2
Ting-Lu,Mandibuzz,Ting-Lu,1,6
Nidorino,Pinsir,Pinsir,0,2
Buzzwole,Pancham,Buzzwole,1,2
Mr-Mime,Falinks,Mr-Mime,1,1
Shelgon,Larvitar,Shelgon,1,2
Fuecoco,Loudred,Loudred,0,3
Orthworm,Xerneas,Xerneas,0,3
Fuecoco,Ninetales,Ninetales,0,3
Cosmoem,Delibird,Cosmoem,1,3
Swalot,Poliwag,Swalot,1,1
Rolycoly,Shelgon,Shelgon,0,1
Whismur,Cinccino,Cinccino,0,1
Wurmple,Shaymin-Land,Shaymin-Land,0,1
Pichu,Krookodile,Krookodile,0,1
Dedenne,Zebstrika,Zebstrika,0,3
Swampert,Geodude,Swampert,1,1
Meganium,Charjabug,Charjabug,0,2
Swanna,Minun,Minun,0,1
Wingull,Floragato,Floragato,0,1
Bayleef,Tirtouga,Bayleef,1,1
Gallade,Thwackey,Gallade,1,2
Reuniclus,Snorlax,Snorlax,0,4
Diglett,Wooper,Wooper,0,1
Rapidash,Amoonguss,Rapidash,1,3
Chi-Yu,Treecko,Chi-Yu,1,1
Metang,Klefki,Metang,1,3
Vanillish,Scatterbug,Vanillish,1,1
Sizzlipede,Trapinch,Trapinch,0,1
Gholdengo,Zweilous,Gholdengo,1,2
Mew,Mothim,Mew,1,2
Jumpluff,Nincada,Jumpluff,1,1
Sawsbuck,Froakie,Sawsbuck,1,1
Cherubi,Zubat,Zubat,0,1
Azumarill,Ninetales,Azumarill,1,3
Cufant,Swoobat,Cufant,1,2
Xatu,Galvantula,Galvantula,0,1
Poipole,Paras,Poipole,1,1
Chatot,Bergmite,Bergmite,0,2
Meganium,Pignite,Pignite,0,3
Starmie,Tapu-Lele,Tapu-Lele,0,2
Koffing,Fearow,Fearow,0,2
Orbeetle,Torchic,Orbeetle,1,2
Brute-Bonnet,Snivy,Brute-Bonnet,1,1
Salamence,Weezing,Salamence,1,2
Noivern,Parasect,Noivern,1,1
Cinccino,Toedscool,Cinccino,1,1
Skorupi,Cosmog,Skorupi,1,1
Ekans,Cursola,Cursola,0,1
Uxie,Carvanha,Uxie,1,1
Honchkrow,Whiscash,Honchkrow,1,3
Eevee,Crocalor,Crocalor,0,2
Rellor,Revavroom,Revavroom,0,1
Unfezant,Purugly,Purugly,0,2
Palossand,Litten,Palossand,1,1
Serperior,Rookidee,Serperior,1,1
Jolteon,Sinistcha,Jolteon,1,2
Cherubi,Charizard,Charizard,0,1
Weedle,Fearow,Fearow,0,1
Chimchar,Mienshao,Mienshao,0,1
Klinklang,Regirock,Klinklang,1,3
Growlithe,Unown,Growlithe,1,2
Tapu-Fini,Popplio,Tapu-Fini,1,2
Chimchar,Indeedee-Male,Indeedee-Male,0,1
Gloom,Drilbur,Gloom,1,1
Servine,Tornadus-Incarnate,Tornadus-Incarnate,0,1
Galvantula,Palkia,Palkia,0,2
Metang,Kyurem,Kyurem,0,3
Vibrava,Scizor,Scizor,0,1
Pumpkaboo-Average,Wingull,Pumpkaboo-Average,1,1
Machoke,Typhlosion,Typhlosion,0,2
Igglybuff,Timburr,Timburr,0,1
Ninetales,Metagross,Ninetales,1,2
Lopunny,Skorupi,Lopunny,1,2
Blacephalon,Camerupt,Camerupt,0,1
Scolipede,Giratina-Altered,Giratina-Altered,0,2
Rellor,Cacturne,Cacturne,0,1
Frigibax,Pachirisu,Pachirisu,0,4
Clefairy,Trumbeak,Trumbeak,0,2
Hawlucha,Bunnelby,Hawlucha,1,1
Klawf,Cranidos,Klawf,1,2
Patrat,Trevenant,Trevenant,0,1
Dusknoir,Burmy,Dusknoir,1,1
Umbreon,Hatenna,Umbreon,1,1
Mabosstiff,Crabominable,Crabominable,0,2
Drampa,Decidueye,Drampa,1,2
Rookidee,Fletchling,Fletchling,0,1
Shellos,Dusclops,Dusclops,0,2
Poliwhirl,Noctowl,Noctowl,0,3
Metagross,Vigoroth,Metagross,1,2
Ponyta,Walrein,Walrein,0,1
Clefable,Durant,Durant,0,2
Gumshoos,Iron-Leaves,Iron-Leaves,0,3
Litleo,Grumpig,Grumpig,0,2
Wailmer,Ferroseed,Wailmer,1,4
Shroomish,Naclstack,Shroomish,1,2
Bruxish,Rowlet,Bruxish,1,1
Venomoth,Flapple,Venomoth,1,1
Dustox,Okidogi,Okidogi,0,2
Chimchar,Hippowdon,Hippowdon,0,1
Latios,Shedinja,Latios,1,1
Reuniclus,Skrelp,Reuniclus,1,1
Wiglett,Genesect,Genesect,0,1
Meditite,Mantyke,Mantyke,0,2
Delphox,Muk,Delphox,1,2
Naganadel,Banette,Naganadel,1,2
Nidoking,Flamigo,Nidoking,1,2
Mantine,Inteleon,Inteleon,0,4
Archaludon,Delcatty,Archaludon,1,2
Corsola,Crocalor,Corsola,1,2
Magnemite,Illumise,Illumise,0,3
Camerupt,Gigalith,Gigalith,0,2
Misdreavus,Genesect,Genesect,0,2
Miltank,Mandibuzz,Mandibuzz,0,5
Nuzleaf,Weepinbell,Weepinbell,0,1
Skiddo,Hippowdon,Hippowdon,0,2
Espurr,Mantine,Mantine,0,2
Dhelmise,Tentacruel,Dhelmise,1,2
Arrokuda,Ting-Lu,Ting-Lu,0,1
Indeedee-Male,Grubbin,Indeedee-Male,1,1
Murkrow,Type-Null,Type-Null,0,1
Chatot,Spectrier,Spectrier,0,1
Cinderace,Chingling,Cinderace,1,2
Blipbug,Weavile,Weavile,0,1
Dragonair,Omanyte,Dragonair,1,2
Finizen,Arcanine,Arcanine,0,2
Barbaracle,Gossifleur,Barbaracle,1,1
Spectrier,Scorbunny,Spectrier,1,2
Volcarona,Corsola,Corsola,0,2
Regirock,Klinklang,Klinklang,0,4
Corphish,Necrozma,Necrozma,0,1
Pawniard,Pichu,Pawniard,1,1
Steenee,Loudred,Loudred,0,2
Horsea,Cresselia,Cresselia,0,1
Illumise,Zebstrika,Zebstrika,0,3
Lanturn,Regice,Lanturn,1,8
Salandit,Durant,Salandit,1,1
Whimsicott,Slugma,Whimsicott,1,2
Galvantula,Swablu,Galvantula,1,1
Necrozma,Chespin,Necrozma,1,1
Rowlet,Drizzile,Drizzile,0,1
Swanna,Flygon,Swanna,1,2
Corsola,Slugma,Corsola,1,1
Alomomola,Ogerpon,Ogerpon,0,3
Servine,Iron-Treads,Iron-Treads,0,2
Vaporeon,Hitmonchan,Vaporeon,1,2
Flareon,Dottler,Flareon,1,1
Clawitzer,Karrablast,Clawitzer,1,1
Aurorus,Staryu,Aurorus,1,1
Ferroseed,Torracat,Torracat,0,1
Klang,Meloetta-Aria,Meloetta-Aria,0,4
Bronzor,Beldum,Beldum,0,7
Shellos,Charjabug,Charjabug,0,2
Meltan,Salamence,Salamence,0,2
Vaporeon,Woobat,Vaporeon,1,1
Tinkatink,Excadrill,Excadrill,0,1
Terrakion,Tinkatuff,Terrakion,1,2
Victini,Regirock,Regirock,0,2
Sharpedo,Bombirdier,Sharpedo,1,2
Gumshoos,Trapinch,Gumshoos,1,1
Passimian,Zacian,Zacian,0,2
Zapdos,Blacephalon,Blacephalon,0,2
Cufant,Hitmonlee,Hitmonlee,0,1
Elekid,Kakuna,Elekid,1,1
Gurdurr,Blacephalon,Blacephalon,0,2
Dragapult,Vikavolt,Vikavolt,0,2
Dachsbun,Scovillain,Scovillain,0,2
Mew,Chandelure,Mew,1,3
Dragalge,Pawmo,Dragalge,1,2
Sunflora,Houndour,Houndour,0,2
Fennekin,Nuzleaf,Fennekin,1,1
Mareanie,Cobalion,Cobalion,0,3
Haunter,Steelix,Steelix,0,1
Furfrou,Yanmega,Furfrou,1,3
Magikarp,Timburr,Timburr,0,1
Regirock,Dhelmise,Dhelmise,0,2
Houndstone,Torchic,Houndstone,1,1
Cofagrigus,Arbok,Cofagrigus,1,3
Mabosstiff,Unfezant,Unfezant,0,3
Mamoswine,Lillipup,Mamoswine,1,1
Braixen,Durant,Braixen,1,1
Meowscarada,Sirfetchd,Sirfetchd,0,1
Passimian,Clawitzer,Clawitzer,0,2
Illumise,Arceus,Arceus,0,2
Sinistea,Wimpod,Sinistea,1,1
Shuckle,Turtwig,Turtwig,0,4
Clawitzer,Miltank,Clawitzer,1,3
Butterfree,Meowstic-Male,Meowstic-Male,0,2
Melmetal,Koffing,Melmetal,1,2
Kakuna,Corvisquire,Corvisquire,0,1
Cherubi,Shiftry,Shiftry,0,1
Cryogonal,Dracovish,Dracovish,0,3
Braixen,Diggersby,Diggersby,0,2
Blastoise,Frillish-Male,Blastoise,1,5
Mothim,Graveler,Mothim,1,1
Passimian,Shellos,Passimian,1,2
Hatterene,Kirlia,Hatterene,1,1
Jolteon,Tinkaton,Jolteon,1,4
Accelgor,Fezandipiti,Fezandipiti,0,2
Zygarde-50,Torracat,Zygarde-50,1,1
Hoopa,Fidough,Hoopa,1,1
Nidoking,Sinistcha,Nidoking,1,2
Snover,Spiritomb,Spiritomb,0,2
Dustox,Hitmonlee,Hitmonlee,0,3
Electivire,Emboar,Emboar,0,2
Taillow,Zoroark,Zoroark,0,1
Cloyster,Zoroark,Zoroark,0,1
Aegislash-Shield,Teddiursa,Aegislash-Shield,1,3
Greedent,Silcoon,Greedent,1,2
Noctowl,Piloswine,Piloswine,0,3
Aerodactyl,Sinistea,Aerodactyl,1,1
Furret,Tyrantrum,Tyrantrum,0,2
Chikorita,Yanmega,Yanmega,0,1
Regirock,Finneon,Regirock,1,2
Corviknight,Serperior,Corviknight,1,2
Rotom,Wooper,Rotom,1,1
Sprigatito,Cranidos,Sprigatito,1,1
Munna,Spearow,Munna,1,1
Barboach,Popplio,Popplio,0,2
Dolliv,Mr-Rime,Mr-Rime,0,1
Iron-Crown,Thundurus-Incarnate,Iron-Crown,1,2
Remoraid,Conkeldurr,Conkeldurr,0,1
Venusaur,Lucario,Lucario,0,2
Snover,Zweilous,Snover,1,2
Turtonator,Stonjourner,Turtonator,1,1
Darmanitan-Standard,Jigglypuff,Darmanitan-Standard,1,1
Stunfisk,Cobalion,Cobalion,0,4
Whimsicott,Lampent,Lampent,0,1
Kecleon,Ninjask,Ninjask,0,2
Spearow,Eevee,Eevee,0,1
Iron-Bundle,Greavard,Iron-Bundle,1,1
Drakloak,Swoobat,Drakloak,1,1
Illumise,Tyrogue,Illumise,1,1
Armaldo,Pecharunt,Pecharunt,0,4
Igglybuff,Keldeo-Ordinary,Keldeo-Ordinary,0,1
Vikavolt,Tadbulb,Vikavolt,1,1
Suicune,Venomoth,Suicune,1,3
Seadra,Delcatty,Seadra,1,2
Tapu-Fini,Omastar,Tapu-Fini,1,3
Crabrawler,Dachsbun,Dachsbun,0,1
Serperior,Swellow,Swellow,0,2
Gastrodon,Baltoy,Gastrodon,1,1
Pelipper,Scraggy,Pelipper,1,2
Darmanitan-Standard,Doublade,Darmanitan-Standard,1,2
Glameow,Galvantula,Galvantula,0,1
Sandile,Zeraora,Zeraora,0,1
Voltorb,Gulpin,Gulpin,0,2
Staravia,Magby,Magby,0,1
Annihilape,Basculin-Red-Striped,Annihilape,1,2
Bounsweet,Lanturn,Lanturn,0,1
Corvisquire,Conkeldurr,Conkeldurr,0,2
Rolycoly,Bellossom,Bellossom,0,1
Accelgor,Pidgeotto,Accelgor,1,2
Crabrawler,Kricketune,Kricketune,0,2
Squirtle,Hatenna,Squirtle,1,2
Miraidon,Lillipup,Miraidon,1,1
Quaxwell,Xatu,Xatu,0,2
Blastoise,Snover,Blastoise,1,3
Malamar,Inteleon,Inteleon,0,2
Drapion,Barboach,Drapion,1,2
Gimmighoul,Loudred,Loudred,0,3
Chimchar,Hoothoot,Chimchar,1,2
Croconaw,Cramorant,Cramorant,0,3
Carvanha,Pinsir,Pinsir,0,1
Tsareena,Giratina-Altered,Giratina-Altered,0,2
Nidorina,Koffing,Nidorina,1,2
Armarouge,Stunky,Armarouge,1,1
Greedent,Scolipede,Greedent,1,3
Empoleon,Rhyhorn,Empoleon,1,1
Cradily,Foongus,Cradily,1,2
Swalot,Dragalge,Swalot,1,4
Meltan,Morpeko-Full-Belly,Morpeko-Full-Belly,0,1
Yanmega,Chikorita,Yanmega,1,1
Luvdisc,Tirtouga,Tirtouga,0,2
Blastoise,Gholdengo,Blastoise,1,4
Hatterene,Turtwig,Hatterene,1,1
Quilava,Lairon,Lairon,0,1
Talonflame,Panpour,Talonflame,1,2
Swablu,Delcatty,Delcatty,0,2
Cofagrigus,Pidgeot,Cofagrigus,1,2
Cranidos,Tepig,Cranidos,1,1
Serperior,Nosepass,Serperior,1,1
Archen,Durant,Durant,0,1
Shinx,Purugly,Purugly,0,1
Ambipom,Luvdisc,Ambipom,1,1
Appletun,Floette,Floette,0,2
Gyarados,Shroomish,Gyarados,1,1
Palkia,Phanpy,Palkia,1,1
Dewott,Pidgeot,Pidgeot,0,3
Clauncher,Palkia,Palkia,0,1
Hoopa,Swoobat,Hoopa,1,1
Emboar,Starly,Emboar,1,1
Stoutland,Luxio,Stoutland,1,2
Riolu,Golbat,Golbat,0,1
Azumarill,Snorunt,Azumarill,1,2
Chewtle,Sandy-Shocks,Sandy-Shocks,0,1
Milotic,Sobble,Milotic,1,2
Scizor,Buizel,Scizor,1,1
Archaludon,Pikachu,Archaludon,1,1
Trumbeak,Coalossal,Coalossal,0,1
Zorua,Snorunt,Zorua,1,2
Weavile,Feebas,Weavile,1,1
Petilil,Weepinbell,Weepinbell,0,1
Lugia,Dugtrio,Lugia,1,1
Snubbull,Morgrem,Morgrem,0,2
Scorbunny,Rhyperior,Rhyperior,0,1
Drizzile,Chimchar,Drizzile,1,1
Steenee,Spoink,Spoink,0,2
Seedot,Aggron,Aggron,0,1
Tapu-Lele,Vileplume,Tapu-Lele,1,2
Lugia,Spheal,Lugia,1,2
Floragato,Chandelure,Chandelure,0,1
Tapu-Koko,Hakamo-O,Tapu-Koko,1,1
Yungoos,Vespiquen,Vespiquen,0,1
Cinderace,Crawdaunt,Crawdaunt,0,2
Tinkatink,Tyrantrum,Tyrantrum,0,2
Floette,Togedemaru,Togedemaru,0,1
Cherrim,Simipour,Simipour,0,2
Phantump,Watchog,Watchog,0,2
Bagon,Scatterbug,Bagon,1,1
Sharpedo,Weedle,Sharpedo,1,1
Mandibuzz,Butterfree,Mandibuzz,1,1
Cetitan,Keldeo-Ordinary,Keldeo-Ordinary,0,3
Ludicolo,Probopass,Ludicolo,1,2
Toucannon,Zamazenta,Zamazenta,0,2
Tornadus-Incarnate,Vanillite,Tornadus-Incarnate,1,1
Tranquill,Murkrow,Murkrow,0,1
Garbodor,Meltan,Garbodor,1,4
Sinistea,Varoom,Varoom,0,2
Carnivine,Wigglytuff,Wigglytuff,0,2
Togepi,Nincada,Togepi,1,1
Litwick,Victini,Victini,0,2
Volcanion,Turtwig,Volcanion,1,1
Tropius,Hatenna,Tropius,1,2
Solgaleo,Mew,Solgaleo,1,3
Flygon,Loudred,Flygon,1,2
Karrablast,Tauros,Tauros,0,1
Sliggoo,Flittle,Sliggoo,1,1
Heliolisk,Axew,Heliolisk,1,1
Frillish-Male,Golurk,Golurk,0,1
Articuno,Croconaw,Articuno,1,3
Fletchinder,Cubchoo,Fletchinder,1,1
Charmander,Snom,Charmander,1,1
Vanillite,Necrozma,Necrozma,0,1
Registeel,Remoraid,Registeel,1,1
Timburr,Bastiodon,Timburr,1,2
Larvitar,Klang,Klang,0,1
Paras,Torchic,Torchic,0,1
Nidoran-M,Sunkern,Nidoran-M,1,1
Samurott,Magnemite,Samurott,1,1
Poliwrath,Spidops,Poliwrath,1,3
Jolteon,Bramblin,Jolteon,1,1
Torterra,Gurdurr,Torterra,1,3
Vanillish,Drifloon,Vanillish,1,2
Toxicroak,Raticate,Toxicroak,1,1
Vibrava,Luxio,Vibrava,1,1
Graveler,Kabutops,Kabutops,0,1
Swablu,Ralts,Swablu,1,1
Grimmsnarl,Dunsparce,Grimmsnarl,1,3
Mismagius,Zapdos,Zapdos,0,2
Cubchoo,Burmy,Cubchoo,1,2
Slugma,Cyclizar,Cyclizar,0,1
Dreepy,Naganadel,Naganadel,0,1
Golduck,Hitmonlee,Golduck,1,2
Loudred,Spinarak,Loudred,1,1
Meowstic-Male,Togetic,Meowstic-Male,1,3
Dewgong,Overqwil,Overqwil,0,3
Aggron,Blissey,Aggron,1,1
Copperajah,Seaking,Copperajah,1,3
Hitmonchan,Porygon,Hitmonchan,1,1
Floette,Victreebel,Victreebel,0,1
Sandshrew,Iron-Boulder,Iron-Boulder,0,1
Murkrow,Zebstrika,Zebstrika,0,1
Porygon-Z,Accelgor,Porygon-Z,1,2
Reuniclus,Sandygast,Reuniclus,1,1
Tarountula,Conkeldurr,Conkeldurr,0,1
Tepig,Gabite,Gabite,0,1
Meganium,Stakataka,Meganium,1,3
Meowth,Prinplup,Prinplup,0,1
Gossifleur,Sprigatito,Sprigatito,0,2
Beldum,Basculegion-Male,Basculegion-Male,0,1
Cyndaquil,Sliggoo,Sliggoo,0,1
Dewpider,Rookidee,Rookidee,0,1
Mothim,Fraxure,Fraxure,0,2
Cetitan,Hydreigon,Hydreigon,0,3
Roserade,Nihilego,Nihilego,0,2
Azurill,Mr-Mime,Mr-Mime,0,1
Nuzleaf,Tympole,Nuzleaf,1,1
Kyogre,Iron-Leaves,Kyogre,1,2
Zoroark,Regirock,Regirock,0,2
Lileep,Wooper,Lileep,1,1
Shellder,Froakie,Froakie,0,2
Klinklang,Prinplup,Klinklang,1,3
Poliwhirl,Krookodile,Krookodile,0,2
Mime-Jr,Blipbug,Mime-Jr,1,1
Shellder,Capsakid,Capsakid,0,1
Lucario,Frillish-Male,Lucario,1,2
Weedle,Stunfisk,Stunfisk,0,1
Wo-Chien,Slowpoke,Wo-Chien,1,1
Pyroar-Male,Azumarill,Azumarill,0,2
Lunatone,Silvally,Lunatone,1,4
Poliwhirl,Mandibuzz,Mandibuzz,0,3
Cubone,Scizor,Scizor,0,2
Manectric,Shroomish,Manectric,1,2
Bulbasaur,Goomy,Bulbasaur,1,2
Yanma,Darumaka,Yanma,1,2
Naganadel,Arbok,Naganadel,1,2
Scream-Tail,Simipour,Scream-Tail,1,3
Komala,Poliwhirl,Komala,1,2
Noibat,Marshtomp,Marshtomp,0,1
Barbaracle,Chandelure,Barbaracle,1,1
Zacian,Fuecoco,Zacian,1,2
Klefki,Gyarados,Gyarados,0,4
Forretress,Tapu-Lele,Forretress,1,2
Swirlix,Staravia,Swirlix,1,2
Aron,Steenee,Steenee,0,2
Barraskewda,Sunflora,Sunflora,0,1
Vileplume,Beautifly,Vileplume,1,1
Dusknoir,Morgrem,Morgrem,0,2
Meloetta-Aria,Armarouge,Armarouge,0,4
Probopass,Flamigo,Flamigo,0,1
Pheromosa,Koffing,Pheromosa,1,1
Tepig,Shuppet,Shuppet,0,2
Blitzle,Ivysaur,Ivysaur,0,1
Natu,Blaziken,Blaziken,0,1
Kakuna,Silvally,Silvally,0,1
Regieleki,Palafin-Zero,Regieleki,1,2
Grafaiai,Dottler,Grafaiai,1,2
Grookey,Basculegion-Male,Basculegion-Male,0,1
Toucannon,Frillish-Male,Toucannon,1,1
Cetoddle,Regieleki,Regieleki,0,2
Morpeko-Full-Belly,Avalugg,Avalugg,0,1
Crabominable,Leafeon,Crabominable,1,2
Regigigas,Ursaring,Regigigas,1,2
Morelull,Sawk,Sawk,0,2
Vanillish,Dusclops,Dusclops,0,2
Houndstone,Steelix,Steelix,0,4
Palafin-Zero,Gurdurr,Gurdurr,0,3
Pidgeotto,Iron-Boulder,Iron-Boulder,0,1
Mandibuzz,Phione,Mandibuzz,1,4
Purrloin,Leavanny,Leavanny,0,1
Floragato,Palafin-Zero,Palafin-Zero,0,3
Xurkitree,Baltoy,Xurkitree,1,1
Overqwil,Morgrem,Overqwil,1,1
Golbat,Carbink,Carbink,0,3
Inteleon,Latias,Latias,0,2
Farfetchd,Rhyhorn,Rhyhorn,0,1
Toxel,Mantyke,Mantyke,0,1
Geodude,Whirlipede,Whirlipede,0,1
Tynamo,Sableye,Sableye,0,1
Magikarp,Magmortar,Magmortar,0,1
Psyduck,Orthworm,Orthworm,0,2
Celebi,Combee,Celebi,1,1
Dedenne,Arboliva,Arboliva,0,2
Rufflet,Krokorok,Rufflet,1,2
Diggersby,Palossand,Palossand,0,2
Mudsdale,Gogoat,Gogoat,0,2
Yanma,Iron-Moth,Iron-Moth,0,1
Politoed,Scizor,Politoed,1,3
Misdreavus,Eiscue-Ice,Eiscue-Ice,0,3
Shelmet,Sharpedo,Sharpedo,0,2
Cofagrigus,Wartortle,Wartortle,0,4
Arbok,Azelf,Azelf,0,1
Kirlia,Heliolisk,Heliolisk,0,1
Staravia,Binacle,Binacle,0,1
Clamperl,Xurkitree,Xurkitree,0,1
Hippopotas,Lurantis,Lurantis,0,1
Pikachu,Tarountula,Pikachu,1,2
Dwebble,Poliwrath,Poliwrath,0,1
Frogadier,Iron-Moth,Iron-Moth,0,2
Sneasler,Dartrix,Sneasler,1,1
Cloyster,Rabsca,Rabsca,0,1
Porygon-Z,Octillery,Porygon-Z,1,3
Abomasnow,Tapu-Fini,Abomasnow,1,2
Chikorita,Ursaring,Ursaring,0,1
Crabominable,Kilowattrel,Crabominable,1,2
Grovyle,Aromatisse,Aromatisse,0,1
Ursaluna,Igglybuff,Ursaluna,1,1
Roserade,Venusaur,Roserade,1,2
Banette,Stakataka,Stakataka,0,2
Darkrai,Alcremie,Alcremie,0,2
Gumshoos,Regirock,Regirock,0,3
Okidogi,Blaziken,Okidogi,1,2
Scrafty,Panpour,Scrafty,1,2
Wynaut,Zoroark,Zoroark,0,1
Vibrava,Charcadet,Vibrava,1,1
Lycanroc-Midday,Tapu-Fini,Tapu-Fini,0,2
Alomomola,Kirlia,Alomomola,1,2
Dartrix,Dodrio,Dodrio,0,1
Vanilluxe,Avalugg,Avalugg,0,2
Banette,Carbink,Banette,1,3
Walrein,Maushold-Family-Of-Four,Walrein,1,2
