hp_diff,attack_diff,defense_diff,sp_atk_diff,sp_def_diff,speed_diff,speed_advantage,base_stat_total_diff,p1_type_advantage,p2_type_advantage,type_advantage_diff,p1_effective_power,p2_effective_power,effective_power_diff,effective_power_ratio,p1_best_move_multiplier,p2_best_move_multiplier,best_move_multiplier_diff,p1_ttk_estimate,p2_ttk_estimate,ttk_diff,label
24,11,-32,11,-47,-27,-1,-60,1.0,1.0,0.0,55.29142857142857,94.82608695652175,-39.53465838509318,0.5830824654483525,2.0,1.0,1.0,1.4468788755684168,1.3498395231545162,-0.0970393524139006,0
-23,5,-20,-10,-15,4,1,-59,1.0,1.0,0.0,65.4,93.51428571428572,-28.114285714285714,0.6993583868011,1.0,1.0,0.0,1.9266055045871557,0.8554842652001222,-1.0711212393870335,0
-25,10,-15,-45,-45,-25,-1,-145,1.0,1.0,0.0,47.676923076923075,76.10769230769232,-28.430769230769243,0.6264402668283807,1.0,1.0,0.0,3.355921264924169,1.4453203961997168,-1.9106008687244525,0
6,49,57,79,77,52,1,320,1.0,1.0,0.0,187.18604651162792,40.488,146.69804651162792,4.623247542768917,1.0,1.0,0.0,0.8975027953783078,4.445761707172496,3.548258911794188,1
10,-10,5,6,5,0,0,16,0.5,0.5,0.0,165.2123076923077,84.46285714285715,80.74945054945054,1.9560350345818176,2.0,1.0,1.0,0.7868663165344358,1.7759285569311953,0.9890622403967595,1
47,-17,14,62,32,42,1,180,1.0,0.0,1.0,99.448,26.672897196261683,72.7751028037383,3.7284288717589344,1.0,1.0,0.0,1.8099911511543723,10.27259985984583,8.462608708691457,1
3,25,-5,10,0,25,1,58,1.0,1.0,0.0,108.60000000000001,82.19999999999999,26.40000000000002,1.321167883211679,1.0,1.0,0.0,0.8287292817679557,1.1678832116788322,0.33915392991087656,1
-23,-21,-25,-62,-23,-66,-1,-220,0.5,1.0,-0.5,66.68493150684932,137.11199999999997,-70.42706849315064,0.4863537218248537,2.0,1.0,1.0,2.189400164338537,0.7293307660890369,-1.4600693982495,0
11,8,-10,-24,-23,25,1,-13,2.0,1.0,1.0,84.848,84.23076923076923,0.6172307692307726,1.0073278538812787,2.0,1.0,1.0,1.2021497265698662,1.4721461187214613,0.2699963921515951,1
5,-20,-15,-80,-40,-5,-1,-155,1.0,1.0,0.0,63.34285714285714,161.39999999999998,-98.05714285714284,0.39245884227296873,1.0,1.0,0.0,2.2101939557961208,0.9293680297397771,-1.2808259260563437,0
-22,5,-26,0,-15,-17,-1,-75,1.0,1.0,0.0,62.84,77.8,-14.959999999999994,0.8077120822622109,1.0,1.0,0.0,2.609802673456397,1.5424164524421595,-1.0673862210142375,0
5,45,45,-30,30,3,1,98,2.0,0.0,2.0,61.90588235294118,24.956521739130434,36.94936061381074,2.480549292887887,2.0,1.0,1.0,1.9384264538198404,5.209059233449477,3.2706327796296373,1
-28,37,4,-5,12,-10,-1,10,1.0,1.0,0.0,72.62637362637362,72.4736842105263,0.15268941584731976,1.0021068256362375,1.0,1.0,0.0,2.726282342260554,1.9593318809005087,-0.7669504613600453,0
-46,-45,-21,-50,-85,-13,-1,-260,1.0,1.0,0.0,52.86666666666666,102.47826086956522,-49.61159420289856,0.5158817706123603,1.0,1.0,0.0,4.010088272383355,1.1709800593975392,-2.839108212985815,0
10,-6,13,59,30,18,1,124,0.5,1.0,-0.5,287.04,127.84615384615384,159.19384615384618,2.245198555956679,4.0,2.0,2.0,0.47380156075808244,1.220216606498195,0.7464150457401125,1
30,55,0,25,35,70,1,215,1.0,2.0,-1.0,93.51428571428572,82.26666666666667,11.247619047619054,1.1367214633016902,1.0,2.0,-1.0,1.0693553315001527,1.9448946515397083,0.8755393200395556,1
30,50,18,-15,-17,-30,-1,36,0.5,0.5,0.0,90.0,78.42857142857143,11.57142857142857,1.1475409836065573,1.0,1.0,0.0,0.8888888888888888,1.785063752276867,0.8961748633879782,1
-5,-5,26,-10,-24,-77,-1,-95,2.0,1.0,1.0,118.71910112359552,90.04444444444445,28.67465667915107,1.3184500371574033,2.0,2.0,0.0,1.0107893242475865,1.2216189536031588,0.21082962935557226,0
0,-25,-115,-39,-94,10,1,-263,0.25,2.0,-1.75,5.224,199.6,-194.376,0.02617234468937876,0.5,2.0,-1.5,22.970903522205205,0.6012024048096193,-22.369701117395586,0
-40,-15,-40,-55,-55,-5,-1,-210,0.5,1.0,-0.5,16.821052631578947,94.19999999999999,-77.37894736842104,0.1785674377025366,1.0,1.0,0.0,8.32290362953692,0.6369426751592357,-7.685960954377685,0
-12,-14,8,-29,-7,-31,-1,-85,1.0,1.0,0.0,78.9,108.60000000000001,-29.700000000000003,0.7265193370165746,1.0,1.0,0.0,1.1406844106463878,0.6077348066298343,-0.5329496040165536,0
-60,6,-20,-59,-50,9,1,-174,1.0,1.0,0.0,29.677894736842106,171.39555555555555,-141.71766081871345,0.17315440088656453,1.0,2.0,-1.0,7.81726608498262,0.6534591847318744,-7.163806900250746,0
-25,-40,-9,0,-30,-31,-1,-135,0.5,1.0,-0.5,39.87341772151898,97.28571428571429,-57.41229656419531,0.4098589193107678,1.0,1.0,0.0,4.765079365079366,1.4390602055800292,-3.326019159499337,0
20,19,-25,-44,5,40,1,15,1.0,0.5,0.5,104.56,104.32,0.2400000000000091,1.0023006134969326,2.0,2.0,0.0,1.052027543993879,1.4378834355828223,0.3858558915889432,1
25,42,20,40,25,58,1,210,0.5,1.0,-0.5,70.19999999999999,43.26,26.93999999999999,1.6227461858529817,1.0,1.0,0.0,1.4245014245014247,3.4674063800277395,2.042904955526315,1
-70,-79,-60,-41,-55,-85,-1,-390,4.0,1.0,3.0,94.46857142857142,95.86666666666666,-1.3980952380952374,0.985416252731969,4.0,1.0,3.0,2.2229615291555773,0.7301808066759389,-1.4927807224796386,0
0,20,-5,45,90,-40,-1,110,1.0,2.0,-1.0,174.60000000000002,107.53846153846155,67.06153846153848,1.6236051502145923,1.0,2.0,-1.0,1.145475372279496,1.8597997138769669,0.7143243415974709,0
-15,10,-15,75,25,50,1,130,0.5,2.0,-1.5,46.05,66.34285714285714,-20.292857142857144,0.6941214470284237,0.5,2.0,-1.5,4.3431053203040175,2.5624461670973298,-1.7806591532066878,0
-30,-15,-53,10,-33,-5,-1,-126,1.0,1.0,0.0,30.547826086956523,81.26829268292683,-50.72046659597031,0.37588861631609166,1.0,2.0,-1.0,6.54711073156846,1.7226890756302522,-4.824421655938208,0
35,10,-20,75,40,35,1,175,1.0,1.0,0.0,113.39999999999999,63.34285714285714,50.05714285714285,1.7902571041948578,1.0,1.0,0.0,0.5291005291005292,2.0523229589535408,1.5232224298530115,1
25,-55,0,40,10,-50,-1,-30,1.0,1.0,0.0,50.519999999999996,72.4,-21.88000000000001,0.6977900552486187,1.0,1.0,0.0,1.3855898653998417,1.6574585635359114,0.2718686981360696,0
11,-33,25,29,20,38,1,90,0.5,2.0,-1.5,133.73714285714286,123.33333333333334,10.403809523809514,1.0843552123552123,2.0,2.0,0.0,1.1963766877456845,1.4756756756756755,0.27929898792999097,1
50,47,40,27,30,-10,-1,184,0.5,0.5,0.0,182.64000000000001,28.917647058823533,153.7223529411765,6.31586655817738,2.0,1.0,1.0,0.4380201489268506,6.224572823433685,5.786552674506835,1
60,-85,25,-25,35,-120,-1,-110,0.5,0.5,0.0,90.0,72.4,17.599999999999994,1.2430939226519335,1.0,1.0,0.0,1.1111111111111112,3.038674033149171,1.9275629220380597,1
3,-28,-19,-13,-2,-38,-1,-97,0.5,2.0,-1.5,33.5223880597015,166.6,-133.07761194029848,0.20121481428392257,1.0,2.0,-1.0,3.9973285841495985,0.8403361344537815,-3.156992449695817,0
10,-10,50,-15,15,-5,-1,45,1.0,2.0,-1.0,66.36,87.23076923076923,-20.870769230769227,0.7607407407407407,1.0,2.0,-1.0,1.5069318866787222,1.3756613756613758,-0.13127051101734644,0
-35,25,45,35,95,80,1,245,1.0,1.0,0.0,375.6,39.55384615384616,336.04615384615386,9.495915985997666,2.0,1.0,1.0,0.612353567625133,4.045118630882924,3.432765063257791,1
15,20,5,15,10,-6,-1,59,1.0,1.0,0.0,104.57142857142857,55.800000000000004,48.771428571428565,1.8740399385560673,2.0,1.0,1.0,0.7650273224043715,1.971326164874552,1.2062988424701804,1
-26,0,-20,-12,-10,41,1,-27,1.0,0.5,0.5,37.2,46.31058823529412,-9.110588235294117,0.803272025200691,1.0,1.0,0.0,6.236559139784946,3.886800121938827,-2.349759017846119,0
-42,-14,5,43,17,-59,-1,-50,2.0,1.0,1.0,147.31764705882352,66.91578947368421,80.40185758513931,2.2015379063376175,2.0,1.0,1.0,1.22184954480115,1.4346389806512505,0.21278943585010057,0
45,20,-10,35,75,35,1,200,0.5,2.0,-1.5,76.33333333333333,32.400000000000006,43.93333333333332,2.3559670781893,1.0,2.0,-1.0,0.7860262008733625,4.629629629629629,3.8436034287562664,1
-20,10,20,30,-10,-30,-1,0,0.5,1.0,-0.5,143.28,61.66666666666667,81.61333333333333,2.323459459459459,2.0,1.0,1.0,1.3958682300390843,2.5945945945945943,1.19872636455551,1
-15,-38,-25,35,15,3,1,-25,1.0,2.0,-1.0,96.4,203.76,-107.35999999999999,0.4731056144483707,2.0,2.0,0.0,1.5560165975103732,0.5889281507656067,-0.9670884467447666,0
9,5,0,5,0,66,1,85,1.0,1.0,0.0,82.19999999999999,77.8,4.3999999999999915,1.056555269922879,1.0,1.0,0.0,1.4598540145985404,1.7737789203084833,0.3139249057099429,1
60,56,44,20,10,45,1,235,1.0,1.0,0.0,203.64,19.5,184.14,10.443076923076923,1.0,1.0,0.0,0.2455313297976822,8.717948717948717,8.472417388151035,1
-48,-13,15,15,-5,-54,-1,-90,1.0,1.0,0.0,57.12,55.800000000000004,1.3199999999999932,1.0236559139784944,1.0,1.0,0.0,3.6764705882352944,2.043010752688172,-1.6334598355471224,0
-30,-70,-25,5,-45,-90,-1,-255,2.0,1.0,1.0,68.11764705882352,107.6,-39.48235294117647,0.6330636343756834,2.0,1.0,1.0,2.055267702936097,0.7434944237918216,-1.3117732791442753,0
-21,0,-125,13,-88,35,1,-186,1.0,2.0,-1.0,25.956521739130437,133.70232558139534,-107.7458038422649,0.1941366511484396,1.0,2.0,-1.0,4.623115577889447,0.5833855145063661,-4.039730063383081,0
8,-5,28,52,114,15,1,212,2.0,1.0,1.0,301.68,38.23529411764706,263.44470588235293,7.890092307692308,2.0,1.0,1.0,0.46406788650225406,4.08,3.6159321134977462,1
33,45,25,60,35,62,1,260,1.0,0.0,1.0,180.0,55.800000000000004,124.19999999999999,3.225806451612903,2.0,1.0,1.0,0.6111111111111112,3.1541218637992827,2.5430107526881716,1
5,-5,13,42,47,45,1,147,1.0,1.0,0.0,105.07999999999998,40.234482758620686,64.8455172413793,2.61169009256085,1.0,1.0,0.0,1.23715264560335,3.479602331162153,2.242449685558803,1
11,28,0,16,8,22,1,85,2.0,0.5,1.5,124.27199999999999,52.55172413793103,71.72027586206896,2.364755905511811,2.0,2.0,0.0,0.8046864941418824,2.3215223097112863,1.516835815569404,1
-35,-25,-21,-85,-11,-65,-1,-242,1.0,1.0,0.0,51.738461538461536,125.22222222222223,-73.48376068376069,0.4131731622414852,1.0,1.0,0.0,2.705917335712162,0.5590062111801242,-2.146911124532038,0
-25,-64,40,-15,47,10,1,-7,1.0,1.0,0.0,91.88,90.12,1.759999999999991,1.0195295162006213,1.0,1.0,0.0,2.111449717022203,1.5978695073235685,-0.5135802096986344,0
11,-25,5,-23,7,30,1,5,0.0,0.0,0.0,44.66666666666667,68.0,-23.33333333333333,0.6568627450980393,1.0,1.0,0.0,1.970149253731343,1.6176470588235294,-0.35250219490781354,0
33,-37,8,48,63,17,1,132,2.0,0.5,1.5,208.21276595744678,46.40615384615385,161.80661211129294,4.486749034356863,2.0,1.0,1.0,0.45146127120376056,3.4478185916987134,2.996357320494953,1
45,37,10,-25,-10,48,1,105,0.5,2.0,-1.5,110.52000000000001,153.84,-43.31999999999999,0.718408736349454,1.0,2.0,-1.0,1.3572204125950054,1.5600624024960998,0.20284198990109448,1
10,-23,-67,-12,-63,2,1,-153,1.0,1.0,0.0,29.47809523809524,87.80952380952381,-58.331428571428575,0.33570498915401303,2.0,2.0,0.0,3.935125355388989,1.5488069414316703,-2.386318413957319,0
-25,-48,55,18,55,15,1,70,1.0,1.0,0.0,74.4,52.95692307692308,21.443076923076923,1.4049154610423567,2.0,1.0,1.0,2.6881720430107525,2.8324908488757186,0.14431880586496604,1
-40,15,-61,10,-33,-16,-1,-125,1.0,1.0,0.0,45.58064516129032,69.46666666666667,-23.88602150537635,0.6561513218995727,1.0,1.0,0.0,4.607218683651805,1.871401151631478,-2.7358175320203273,0
60,39,25,59,5,-29,-1,159,1.0,0.0,1.0,201.52800000000002,53.28,148.24800000000002,3.7824324324324325,1.0,2.0,-1.0,0.09924179270374339,2.6276276276276276,2.5283858349238844,1
10,-82,-72,21,21,27,1,-75,4.0,2.0,2.0,303.84000000000003,260.89655172413796,42.94344827586207,1.164599524187153,4.0,2.0,2.0,0.7569773565034228,0.958234205656886,0.2012568491534632,1
30,-10,0,35,65,30,1,150,2.0,1.0,1.0,228.93333333333334,39.12631578947368,189.80701754385967,5.851134427405615,2.0,1.0,1.0,0.34944670937682004,3.578154425612053,3.2287077162352333,1
-44,-40,-65,-70,-30,-51,-1,-300,0.5,0.5,0.0,31.784615384615385,95.78571428571428,-64.00109890109889,0.33183043652842314,1.0,0.5,0.5,5.663117134559535,0.9604772557792692,-4.702639878780266,0
-19,-53,10,-62,0,-51,-1,-175,0.5,0.5,0.0,59.44,157.8,-98.36000000000001,0.376679340937896,2.0,2.0,0.0,2.6581426648721402,0.7604562737642585,-1.8976863911078818,0
-18,40,10,21,3,-16,-1,40,0.5,1.0,-0.5,74.80799999999999,41.30097087378641,33.50702912621358,1.811289139633286,1.0,1.0,0.0,2.005133140840552,2.760225669957687,0.7550925291171349,0
-34,-22,-17,-53,-17,-9,-1,-152,1.0,1.0,0.0,59.86153846153846,241.33714285714285,-181.4756043956044,0.24804113346519938,1.0,2.0,-1.0,2.1382677974813675,0.2486148600653502,-1.8896529374160174,0
3,-18,18,2,11,-20,-1,-4,0.5,1.0,-0.5,78.42285714285714,74.72830188679245,3.694555256064689,1.0494398395625482,2.0,1.0,1.0,1.2751384436024482,1.4184719486946422,0.143333505092194,0
-38,-95,-15,-24,-7,-51,-1,-230,1.0,1.0,0.0,159.36,112.66153846153846,46.69846153846156,1.4145022531749285,4.0,1.0,3.0,1.1922690763052208,1.0118803768947153,-0.1803886994105055,0
-19,-5,-55,-20,-55,-48,-1,-202,1.0,1.0,0.0,55.800000000000004,73.39999999999999,-17.599999999999987,0.7602179836512263,1.0,1.0,0.0,3.297491039426523,1.9891008174386924,-1.3083902219878305,0
-44,5,-31,-57,-15,-18,-1,-160,1.0,1.0,0.0,61.2,102.10153846153847,-40.901538461538465,0.5994033089232438,2.0,1.0,1.0,3.071895424836601,0.9794171714432088,-2.0924782533933923,0
0,-14,-8,-50,-20,-47,-1,-139,1.0,1.0,0.0,33.17142857142857,98.03999999999999,-64.86857142857141,0.33834586466165417,1.0,1.0,0.0,3.5572782084409993,1.20359037127703,-2.353687837163969,0
24,17,35,12,15,72,1,175,1.0,2.0,-1.0,70.75999999999999,97.51999999999998,-26.75999999999999,0.7255947497949139,1.0,2.0,-1.0,1.0175240248728097,1.2305168170631668,0.21299279219035716,1
60,45,20,65,40,70,1,300,0.5,1.0,-0.5,33.18,36.0,-2.8200000000000003,0.9216666666666666,0.5,1.0,-0.5,3.616636528028933,6.666666666666667,3.0500301386377338,1
-38,-35,-45,-14,-7,19,1,-120,0.5,1.0,-0.5,29.880000000000003,75.32876712328768,-45.44876712328767,0.39666121112929625,0.5,1.0,-0.5,6.358768406961177,1.513366066557556,-4.845402340403622,0
45,90,70,-30,-40,-55,-1,80,2.0,0.0,2.0,280.56,121.33333333333334,159.22666666666666,2.312307692307692,2.0,2.0,0.0,0.42771599657827203,1.7307692307692306,1.3030532341909586,1
10,-20,10,5,30,0,0,35,0.5,1.0,-0.5,23.5,39.3,-15.799999999999997,0.5979643765903309,0.5,1.0,-0.5,3.404255319148936,2.544529262086514,-0.8597260570624221,0
-7,-45,-50,0,10,51,1,-41,0.5,2.0,-1.5,46.0,207.60000000000002,-161.60000000000002,0.2215799614643545,1.0,2.0,-1.0,3.0434782608695654,0.6069364161849711,-2.4365418446845943,0
35,-42,-32,-14,-4,12,1,-45,1.0,1.0,0.0,53.16,65.5263157894737,-12.366315789473703,0.8112771084337347,1.0,1.0,0.0,3.3860045146726865,3.815261044176706,0.4292565295040194,1
-10,-10,-20,-40,-15,-90,-1,-185,1.0,0.0,1.0,80.26666666666667,95.4,-15.13333333333334,0.8413696715583507,2.0,1.0,1.0,1.744186046511628,1.2578616352201257,-0.48632441129150217,0
-10,-20,25,-80,50,0,0,-35,0.25,1.0,-0.75,25.956521739130437,52.028571428571425,-26.072049689440988,0.4988897643435285,1.0,1.0,0.0,5.393634840871021,2.3064250411861615,-3.0872097996848598,0
-7,-15,3,5,-1,15,1,0,2.0,2.0,0.0,104.23255813953489,198.3529411764706,-94.12038303693572,0.5254903583547132,2.0,4.0,-2.0,2.2066041945560015,1.088967971530249,-1.1176362230257526,0
-33,-18,5,-70,-10,-54,-1,-180,0.25,2.0,-1.75,74.32941176470587,182.0,-107.67058823529413,0.40840336134453775,2.0,2.0,0.0,2.4216524216524222,0.6263736263736264,-1.7952787952787959,0
-76,-81,0,-91,-48,-64,-1,-360,0.0,1.0,-1.0,32.734693877551024,188.44799999999998,-155.71330612244896,0.17370677257148406,2.0,2.0,0.0,7.698254364089775,0.5306503650874512,-7.167603999002323,0
45,-23,18,-65,0,-50,-1,-75,1.0,1.0,0.0,81.80597014925372,62.01176470588236,19.794205443371368,1.3192008087054765,1.0,1.0,0.0,1.8336070060207992,3.8702333523050654,2.036626346284266,1
-25,35,150,-31,-31,-40,-1,58,1.0,0.5,0.5,92.76,48.572307692307696,44.18769230769231,1.9097301406309388,1.0,1.0,0.0,2.1561017680034498,3.0881793994678826,0.9320776314644328,1
8,-25,-2,-23,49,-22,-1,-15,0.5,0.5,0.0,58.16417910447761,53.44615384615385,4.718025258323763,1.0882762354032944,1.0,1.0,0.0,2.4757505773672057,2.9936672423719055,0.5179166650046998,1
26,46,22,38,12,19,1,163,0.5,1.0,-0.5,91.0,50.168000000000006,40.831999999999994,1.8139052782650293,1.0,1.0,0.0,1.6923076923076923,4.106203157391165,2.4138954650834723,1
80,5,-29,26,-13,17,1,86,0.5,0.5,0.0,40.5,67.37142857142857,-26.871428571428567,0.601145038167939,1.0,1.0,0.0,2.4691358024691357,3.8592027141645464,1.3900669116954107,1
-6,18,43,-7,-15,-38,-1,-5,1.0,0.5,0.5,71.64,24.466666666666665,47.17333333333333,2.928065395095368,1.0,0.5,0.5,1.6750418760469012,4.4141689373297,2.739127061282799,1
32,30,30,105,0,-7,-1,190,0.5,1.0,-0.5,210.15999999999997,26.46666666666667,183.6933333333333,7.940554156171283,2.0,1.0,1.0,0.4282451465550058,5.818639798488665,5.390394651933659,1
45,45,-45,-5,-5,44,1,79,4.0,0.5,3.5,236.39999999999998,44.24,192.15999999999997,5.343580470162748,4.0,1.0,3.0,0.5076142131979696,4.746835443037974,4.2392212298400045,1
57,70,25,20,-5,-47,-1,120,0.5,2.0,-1.5,99.0,76.39999999999999,22.60000000000001,1.2958115183246075,1.0,2.0,-1.0,0.8686868686868687,2.617801047120419,1.7491141784335504,1
-5,3,-109,16,14,17,1,-64,1.0,1.0,0.0,71.8695652173913,56.912,14.957565217391299,1.2628191807947586,1.0,1.0,0.0,2.6436781609195403,3.1627776215912284,0.5190994606716881,1
48,61,-2,61,-59,71,1,180,1.0,1.0,0.0,39.274809160305345,24.266666666666666,15.00814249363868,1.6184674104521435,1.0,1.0,0.0,2.1896987366375122,7.5,5.310301263362488,1
-25,-2,-40,-33,-45,5,1,-140,1.0,1.0,0.0,34.68,73.90285714285716,-39.22285714285716,0.4692646717698909,1.0,1.0,0.0,3.748558246828143,1.0825021263434622,-2.6660561204846807,0
-10,-5,10,10,0,-40,-1,-35,0.0,2.0,-2.0,56.4,150.0,-93.6,0.376,1.0,2.0,-1.0,2.3049645390070923,0.7333333333333333,-1.571631205673759,0
-25,-5,80,40,5,25,1,120,1.0,0.5,0.5,108.60000000000001,20.2,88.4,5.376237623762377,1.0,0.5,0.5,2.486187845303867,10.891089108910892,8.404901263607025,1
30,-15,40,50,20,-28,-1,97,1.0,1.0,0.0,150.66666666666666,52.5,98.16666666666666,2.86984126984127,2.0,1.0,1.0,0.7300884955752213,3.238095238095238,2.508006742520017,1
-15,-51,-8,46,-8,-20,-1,-56,0.5,2.0,-1.5,39.15555555555556,182.0,-142.84444444444443,0.21514041514041515,1.0,2.0,-1.0,4.597048808172531,0.8241758241758241,-3.772872983996707,0
11,-4,65,95,40,25,1,232,0.0,4.0,-4.0,187.04,147.90260869565216,39.13739130434783,1.2646159635012464,2.0,4.0,-2.0,0.6308810949529513,0.9465688349560228,0.31568774000307154,1
35,-25,5,-66,10,-50,-1,-91,1.0,1.0,0.0,78.42857142857143,85.5,-7.071428571428569,0.9172932330827068,1.0,1.0,0.0,1.9125683060109289,2.573099415204678,0.6605311091937494,0
-65,-18,58,-59,28,-75,-1,-131,1.0,0.5,0.5,39.96,31.799999999999997,8.160000000000004,1.2566037735849058,1.0,0.5,0.5,4.754754754754755,1.886792452830189,-2.8679623019245657,0
2,32,65,-40,10,-34,-1,35,2.0,0.0,2.0,194.32000000000002,109.6,84.72000000000003,1.7729927007299273,2.0,2.0,0.0,0.7204610951008644,1.3138686131386863,0.5934075180378219,1
-30,45,-35,-75,-50,30,1,-115,2.0,1.0,1.0,124.02352941176471,124.44,-0.4164705882352848,0.99665324181746,2.0,1.0,1.0,1.209447922595333,0.7232401157184185,-0.48620780687691445,0
75,75,35,-60,5,-35,-1,95,0.0,0.0,0.0,37.2,69.46666666666667,-32.266666666666666,0.5355086372360844,1.0,1.0,0.0,2.419354838709677,3.45489443378119,1.035539595071513,1
89,-39,-14,-66,-31,4,1,-57,1.0,1.0,0.0,22.57752808988764,93.12413793103448,-70.54660984114685,0.2424454990027185,1.0,1.0,0.0,8.94694933811088,4.080574687106569,-4.86637465100431,0
-110,-12,90,1,40,-24,-1,-15,0.5,1.0,-0.5,109.77333333333334,58.90588235294118,50.867450980392164,1.8635377138672526,1.0,1.0,0.0,3.097291388315316,2.0371479928100658,-1.0601433955052504,0
15,45,0,10,-15,5,1,60,2.0,1.0,1.0,169.2,41.400000000000006,127.79999999999998,4.08695652173913,2.0,1.0,1.0,0.4728132387706856,2.657004830917874,2.1841915921471884,1
25,0,-15,15,-15,-10,-1,0,1.0,1.0,0.0,39.55384615384616,37.43478260869565,2.11906354515051,1.0566068078263202,1.0,1.0,0.0,3.7922987164527417,5.342624854819977,1.5503261383672355,1
30,35,40,45,45,-13,-1,182,0.5,0.5,0.0,119.2,35.68,83.52000000000001,3.3408071748878925,2.0,2.0,0.0,0.7550335570469798,4.2040358744394615,3.4490023173924818,1
-35,-5,-5,20,10,45,1,30,1.0,1.0,0.0,83.96,64.34285714285716,19.617142857142838,1.3048845470692714,1.0,2.0,-1.0,2.143878037160553,1.709591474245115,-0.43428656291543777,0
-205,62,25,-40,-100,10,1,-248,1.0,1.0,0.0,383.15999999999997,154.85714285714286,228.3028571428571,2.4742804428044276,1.0,2.0,-1.0,1.3310366426558098,0.6457564575645757,-0.6852801850912341,0
-5,-30,10,80,10,40,1,105,2.0,0.5,1.5,228.93333333333334,59.6,169.33333333333334,3.8411633109619685,2.0,1.0,1.0,0.611531741409435,2.1812080536912752,1.5696763122818402,1
92,53,-20,-90,-36,37,1,36,2.0,1.0,1.0,97.59058823529412,132.60000000000002,-35.0094117647059,0.7359772868423387,2.0,1.0,1.0,1.598514803741923,2.564102564102564,0.9655877603606409,1
0,-15,0,-55,-10,-89,-1,-169,0.5,2.0,-1.5,25.466666666666665,115.46666666666665,-89.99999999999999,0.22055427251732102,1.0,2.0,-1.0,4.712041884816754,1.0392609699769053,-3.6727809148398487,0
-16,0,-5,-25,-25,41,1,-30,1.0,1.0,0.0,55.800000000000004,66.36,-10.559999999999995,0.840867992766727,1.0,1.0,0.0,3.225806451612903,2.230259192284509,-0.995547259328394,0
2,-9,87,-5,85,-40,-1,120,2.0,1.0,1.0,106.13793103448276,31.16,74.97793103448276,3.406223717409588,2.0,1.0,1.0,1.0929174788823912,3.851091142490372,2.758173663607981,1
50,14,55,35,35,-19,-1,170,1.0,0.5,0.5,118.10400000000001,101.54285714285714,16.56114285714287,1.1630951041080473,1.0,2.0,-1.0,0.7620402357244461,1.871131119864941,1.1090908841404947,1
-27,65,-14,-35,-10,-1,-1,-22,1.0,1.0,0.0,86.54430379746836,48.913043478260875,37.631260319207485,1.769350210970464,1.0,1.0,0.0,2.195407342401638,2.780444444444444,0.585037102042806,1
-15,-10,30,-60,-70,-70,-1,-195,2.0,0.5,1.5,150.0,365.04,-215.04000000000002,0.41091387245233396,2.0,2.0,0.0,0.9333333333333333,0.3013368397983782,-0.6319964935349551,0
0,-5,-15,-15,-5,10,1,-30,1.0,0.5,0.5,53.16,43.41176470588235,9.748235294117649,1.2245528455284553,1.0,1.0,0.0,2.4454477050413845,2.994579945799458,0.5491322407580737,1
40,25,50,-45,15,70,1,155,1.0,1.0,0.0,79.80000000000001,67.11428571428573,12.685714285714283,1.1890166028097062,1.0,1.0,0.0,1.3784461152882204,2.830991911451681,1.4525457961634605,1
-89,-95,-65,5,-25,22,1,-247,2.0,0.25,1.75,91.41176470588235,128.7906976744186,-37.37893296853625,0.7097699318080428,2.0,2.0,0.0,3.3693693693693696,1.0093896713615025,-2.359979698007867,0
50,30,15,85,90,25,1,295,0.5,1.0,-0.5,277.56,23.66086956521739,253.89913043478262,11.730760749724368,1.0,1.0,0.0,0.21616947686986598,6.762219772142595,6.546050295272729,1
-25,-60,-70,-35,-40,-45,-1,-275,1.0,1.0,0.0,25.628571428571433,176.4857142857143,-150.85714285714286,0.14521612433220013,1.0,1.0,0.0,4.682274247491638,0.3966326695807026,-4.285641577910936,0
5,-20,-5,-60,-10,-45,-1,-135,2.0,1.0,1.0,124.80000000000001,143.79999999999998,-18.99999999999997,0.8678720445062589,2.0,1.0,1.0,0.641025641025641,0.6258692628650905,-0.015156378160550488,0
42,85,39,25,-6,35,1,220,2.0,0.5,1.5,352.9714285714286,59.0,293.9714285714286,5.982566585956417,2.0,2.0,0.0,0.22664723976040146,2.7796610169491527,2.553013777188751,1
-9,17,1,-11,-29,48,1,17,1.0,1.0,0.0,51.64102564102564,67.416,-15.774974358974355,0.7660054829866151,1.0,1.0,0.0,1.7040714995034756,1.0383291800166132,-0.6657423194868624,1
-61,-8,7,-27,-17,11,1,-95,1.0,1.0,0.0,61.235294117647065,77.73230769230769,-16.49701357466062,0.7877714676893203,1.0,1.0,0.0,3.62536023054755,1.2864663737481694,-2.3388938567993804,0
-16,40,-30,-52,28,80,1,50,1.0,2.0,-1.0,127.68,123.33333333333334,4.346666666666664,1.0352432432432432,4.0,2.0,2.0,1.6604010025062657,1.4594594594594594,-0.20094154304680623,1
-55,-40,18,-65,-12,-11,-1,-165,0.5,0.5,0.0,89.3076923076923,70.80000000000001,18.507692307692295,1.2614080834419816,1.0,0.5,0.5,2.239448751076658,1.2711864406779658,-0.9682623103986923,0
16,40,43,13,18,0,0,130,1.0,1.0,0.0,122.42857142857143,37.16470588235293,85.2638655462185,3.2942160719938505,1.0,1.0,0.0,0.8004667444574095,3.4979423868312765,2.697475642373867,1
